Title,Ratings,Original_Price,Manufacturing_Date,Expiry_Date,total_days,Demand,Demand_rank,days_remaining,Discount_Percentage,discount,ProductName_encoded
Bran-OPlus High-Fibre,3.8,60.0,2024-06-03,2024-07-03,30,Low,0.0,0,14.72,0.0,91
LA AmericanaWholewheat,3.8,65.0,2024-01-31,2024-03-01,30,Low,0.0,0,13.63,0.0,287
Bonn BreadPrime,3.8,40.0,2023-10-18,2023-11-17,30,Low,0.0,0,12.36,0.0,81
Bonn BreadAtta,3.8,55.0,2023-02-08,2023-03-10,30,Low,0.0,0,14.02,0.0,72
Bran-OPlus Fruit,3.8,40.0,2023-05-16,2023-06-15,30,Low,0.0,0,14.39,0.0,90
Harvest GoldKulcha,3.7,45.0,2025-04-04,2025-05-04,30,Low,0.0,95,14.21,0.0,231
Bonn BreadBread,3.8,50.0,2025-02-23,2025-03-25,30,Low,0.0,55,13.65,0.0,73
Bonn BreadKulcha,3.8,40.0,2025-02-10,2025-03-12,30,Low,0.0,42,12.16,0.0,77
Bonn BreadAtta,4.0,50.0,2023-06-16,2023-07-16,30,Medium,1.0,0,11.79,0.0,72
Bonn BreadSoft,3.8,20.0,2024-08-31,2024-09-30,30,Low,0.0,0,12.88,0.0,83
Wingreens FarmsBread,3.8,300.0,2024-03-21,2024-04-20,30,Low,0.0,0,14.32,0.0,622
Bran-OPlus High-Fibre,3.8,60.0,2024-01-17,2024-02-16,30,Low,0.0,0,14.68,0.0,91
LA AmericanaWholewheat,3.8,65.0,2024-08-09,2024-09-08,30,Low,0.0,0,12.64,0.0,287
Bonn BreadPrime,3.8,40.0,2024-11-05,2024-12-05,30,Low,0.0,0,12.58,0.0,81
Bonn BreadAtta,3.8,55.0,2022-11-15,2022-12-15,30,Low,0.0,0,12.51,0.0,72
Bran-OPlus Fruit,3.8,40.0,2024-03-27,2024-04-26,30,Low,0.0,0,14.35,0.0,90
Harvest GoldKulcha,3.7,45.0,2025-01-20,2025-02-19,30,Low,0.0,21,13.47,1.82,231
Bonn BreadBread,3.8,50.0,2024-11-12,2024-12-12,30,Low,0.0,0,13.5,0.0,73
Bonn BreadKulcha,3.8,40.0,2024-07-10,2024-08-09,30,Low,0.0,0,13.63,0.0,77
DanbroMilk Bread3.73,3.7,32.0,2023-05-26,2023-06-25,30,Low,0.0,0,12.07,0.0,156
MoreishSandwich Milk,3.7,40.0,2022-09-12,2022-10-12,30,Low,0.0,0,14.2,0.0,353
Bonn BreadMultigrain,3.7,70.0,2023-10-14,2023-11-13,30,Low,0.0,0,13.53,0.0,79
Harvest GoldAtta,3.8,45.0,2023-09-06,2023-10-06,30,Low,0.0,0,13.38,0.0,229
Bonn BreadGarlic,3.7,50.0,2024-02-24,2024-03-25,30,Low,0.0,0,14.69,0.0,75
Bonn BreadSesame,3.8,40.0,2024-04-30,2024-05-30,30,Low,0.0,0,14.21,0.0,82
Bonn BreadMilk,3.7,45.0,2024-05-26,2024-06-25,30,Low,0.0,0,13.8,0.0,78
Bonn BreadPrime,3.7,50.0,2024-03-14,2024-04-13,30,Low,0.0,0,13.1,0.0,81
DanbroMilk Bread3.73,3.7,32.0,2023-10-28,2023-11-27,30,Low,0.0,0,13.52,0.0,156
MoreishSandwich Milk,3.7,40.0,2023-03-23,2023-04-22,30,Low,0.0,0,14.83,0.0,353
Bonn BreadMultigrain,3.7,70.0,2024-05-20,2024-06-19,30,Low,0.0,0,12.78,0.0,79
Harvest GoldAtta,3.8,45.0,2022-10-14,2022-11-13,30,Low,0.0,0,13.13,0.0,229
Bonn BreadGarlic,3.7,50.0,2023-09-04,2023-10-04,30,Low,0.0,0,13.81,0.0,75
Bonn BreadSesame,3.8,40.0,2023-05-21,2023-06-20,30,Low,0.0,0,12.4,0.0,82
Bonn BreadMilk,3.7,45.0,2023-05-05,2023-06-04,30,Low,0.0,0,12.73,0.0,78
Bonn BreadPrime,3.7,50.0,2023-06-14,2023-07-14,30,Low,0.0,0,14.47,0.0,81
Harvest GoldAtta,3.6,50.0,2024-04-27,2024-05-27,30,Low,0.0,0,12.94,0.0,229
Bonn BreadSweet,3.6,20.0,2023-04-06,2023-05-06,30,Low,0.0,0,14.54,0.0,84
LA AmericanaWhole,3.6,60.0,2022-09-18,2022-10-18,30,Low,0.0,0,13.81,0.0,286
BritanniaWhite Bread,3.4,30.0,2024-08-07,2024-09-06,30,Low,0.0,0,13.7,0.0,100
Bran-OPlus White,3.5,65.0,2022-10-12,2022-11-11,30,Low,0.0,0,14.59,0.0,92
Bakes FreshFruit,3.4,20.0,2022-09-24,2022-10-24,30,Low,0.0,0,14.34,0.0,59
The Health,3.4,155.0,2023-10-17,2023-11-16,30,Low,0.0,0,12.37,0.0,584
Harvest GoldAtta,3.6,50.0,2025-01-13,2025-02-12,30,Low,0.0,14,13.92,3.71,229
Bonn BreadSweet,3.6,20.0,2022-08-06,2022-09-05,30,Low,0.0,0,12.28,0.0,84
LA AmericanaWhole,3.6,60.0,2022-08-03,2022-09-02,30,Low,0.0,0,14.08,0.0,286
BritanniaWhite Bread,3.4,30.0,2023-11-15,2023-12-15,30,Low,0.0,0,14.33,0.0,100
Bran-OPlus White,3.5,65.0,2023-12-06,2024-01-05,30,Low,0.0,0,13.11,0.0,92
Bakes FreshFruit,3.4,20.0,2023-08-27,2023-09-26,30,Low,0.0,0,13.71,0.0,59
Bonn BreadPremium,3.9,45.0,2025-02-04,2025-03-06,30,Medium,1.0,36,10.01,0.0,80
The Health,3.4,155.0,2024-08-06,2024-09-05,30,Low,0.0,0,14.44,0.0,584
The Health,3.1,105.0,2022-12-05,2023-01-04,30,Low,0.0,0,12.21,0.0,584
Bran-OCheese-Garlic Bread,3.0,50.0,2024-09-28,2024-10-28,30,Low,0.0,0,14.78,0.0,89
The Health,3.1,105.0,2025-03-20,2025-04-19,30,Low,0.0,80,13.27,0.0,584
BauliMoonfils Croissant,4.2,80.0,2024-06-20,2024-07-20,30,Medium,1.0,0,11.65,0.0,62
Bran-OCheese-Garlic Bread,3.0,50.0,2025-01-02,2025-02-01,30,Low,0.0,3,13.86,6.24,89
BritanniaTreat Croissant,4.1,120.0,2024-08-02,2024-09-01,30,Medium,1.0,0,10.54,0.0,99
BritanniaFudge It,4.2,80.0,2024-08-23,2024-09-22,30,Medium,1.0,0,10.69,0.0,93
English OvenAtta,3.6,45.0,2024-01-15,2024-02-14,30,Low,0.0,0,12.72,0.0,179
BritanniaTreat Croissant,3.9,80.0,2025-03-21,2025-04-20,30,Medium,1.0,81,11.99,0.0,99
English OvenAtta,3.6,45.0,2023-09-05,2023-10-05,30,Low,0.0,0,12.93,0.0,179
Wingreens FarmsBaked,3.7,300.0,2024-10-30,2024-11-29,30,Low,0.0,0,13.45,0.0,621
BauliSavoriz Puffed,3.5,80.0,2023-08-21,2023-09-20,30,Low,0.0,0,12.04,0.0,63
BauliMoonfils Croissant,4.1,80.0,2024-05-16,2024-06-15,30,Medium,1.0,0,11.61,0.0,62
BauliMoonfils Croissant,4.2,80.0,2023-12-26,2024-01-25,30,Medium,1.0,0,10.35,0.0,62
BauliMoonfils Croissant,4.1,80.0,2022-10-08,2022-11-07,30,Medium,1.0,0,11.23,0.0,62
BauliMoonfils Croissant,4.2,80.0,2024-07-26,2024-08-25,30,Medium,1.0,0,10.17,0.0,62
BauliMoonfils Choco,3.5,500.0,2025-02-10,2025-03-12,30,Low,0.0,42,13.89,0.0,61
BauliMoonfils -,4.3,160.0,2023-09-19,2023-10-19,30,Medium,1.0,0,11.61,0.0,60
BauliSavoriz Puffed,3.5,80.0,2024-06-30,2024-07-30,30,Low,0.0,0,13.65,0.0,63
BauliMoonfils Croissant,4.1,80.0,2024-01-31,2024-03-01,30,Medium,1.0,0,11.3,0.0,62
BauliMoonfils Croissant,4.2,80.0,2024-04-01,2024-05-01,30,Medium,1.0,0,10.91,0.0,62
BritanniaGobbles Choco,4.1,60.0,2023-06-26,2023-07-26,30,Medium,1.0,0,11.44,0.0,94
BauliMoonfils Croissant,4.1,80.0,2023-04-05,2023-05-05,30,Medium,1.0,0,11.59,0.0,62
BauliMoonfils Croissant,4.2,80.0,2023-08-13,2023-09-12,30,Medium,1.0,0,11.01,0.0,62
BauliMoonfils Choco,3.5,500.0,2024-12-05,2025-01-04,30,Low,0.0,0,14.99,0.0,61
Wingreens FarmsCrispy,3.8,300.0,2024-09-01,2024-10-01,30,Low,0.0,0,12.73,0.0,623
BauliMoonfils -,4.3,160.0,2024-01-03,2024-02-02,30,Medium,1.0,0,11.41,0.0,60
MODERNWow Pav,3.9,35.0,2022-08-28,2022-09-27,30,Medium,1.0,0,11.97,0.0,301
BauliMoonfils Croissant,4.1,80.0,2023-07-02,2023-08-01,30,Medium,1.0,0,10.56,0.0,62
NandiniGoodLife Toned,4.1,30.0,2024-10-17,2024-11-16,30,Medium,1.0,0,10.84,0.0,364
Amul TaazaHomogenised,4.1,444.0,2024-12-01,2024-12-31,30,Medium,1.0,0,10.35,0.0,40
So GoodAlmond,3.9,1180.0,2023-08-27,2023-09-26,30,Medium,1.0,0,11.14,0.0,494
CavinsBelgian Chocolate,4.7,40.0,2025-03-26,2025-04-25,30,High,,86,8.0,0.0,125
HeritagePremium Badam,4.0,210.0,2022-11-20,2022-12-20,30,Medium,1.0,0,11.5,0.0,237
Raw PresseryReady,3.6,330.0,2022-11-26,2022-12-26,30,Low,0.0,0,12.79,0.0,460
CavinsVanilla Milkshake,4.2,320.0,2023-02-15,2023-03-17,30,Medium,1.0,0,10.3,0.0,133
Milky MistToned,4.2,80.0,2023-05-28,2023-06-27,30,Medium,1.0,0,11.52,0.0,350
Bagrry'sPlant Based,3.8,350.0,2022-10-05,2022-11-04,30,Low,0.0,0,12.84,0.0,58
SofitSoya Kesar,4.1,140.0,2022-10-10,2022-11-09,30,Medium,1.0,0,10.2,0.0,500
HeritageFlavoured Milk,4.0,120.0,2024-03-31,2024-04-30,30,Medium,1.0,0,10.38,0.0,235
AkshayakalpaOrganic Cow,4.1,500.0,2023-12-20,2024-01-19,30,Medium,1.0,0,10.05,0.0,34
"StoriaChocolate Shake,",4.1,135.0,2025-04-12,2025-05-12,30,Medium,1.0,103,11.61,0.0,508
So GoodAlmond,3.8,325.0,2022-10-09,2022-11-08,30,Low,0.0,0,14.33,0.0,494
So GoodPlant-Based,3.9,290.0,2024-02-16,2024-03-17,30,Medium,1.0,0,10.68,0.0,497
BoostMilkshake Nutrients,3.9,40.0,2023-01-23,2023-02-22,30,Medium,1.0,0,11.17,0.0,88
Milky MistCooking,4.0,640.0,2022-08-12,2022-09-11,30,Medium,1.0,0,10.48,0.0,347
AkshayakalpaCooking Butter,3.4,690.0,2022-08-05,2022-09-04,30,Low,0.0,0,12.75,0.0,33
Mother DairyPasteurized,4.1,60.0,2024-12-18,2025-01-17,30,Medium,1.0,0,10.17,0.0,354
HeritageToned Milk,4.0,90.0,2022-09-22,2022-10-22,30,Medium,1.0,0,11.62,0.0,239
CavinsKaju Butterscotch,4.2,320.0,2022-11-08,2022-12-08,30,Medium,1.0,0,11.54,0.0,129
AkshayakalpaOrganic Table,3.1,240.0,2022-12-17,2023-01-16,30,Low,0.0,0,13.5,0.0,38
Milky MistTable,4.0,65.0,2024-06-11,2024-07-11,30,Medium,1.0,0,10.82,0.0,349
HeritagePasteurized Cooking,4.1,265.0,2024-11-02,2024-12-02,30,Medium,1.0,0,11.37,0.0,236
NutraliteDoodh Shakti,4.1,260.0,2023-01-29,2023-02-28,30,Medium,1.0,0,10.5,0.0,388
Milky MistTable,4.4,78.0,2024-11-17,2024-12-17,30,Medium,1.0,0,11.51,0.0,349
NutraliteHealthier &,4.0,260.0,2024-06-11,2024-07-11,30,Medium,1.0,0,11.18,0.0,390
NutraliteDoodhshakti Probiotic,4.3,320.0,2024-08-11,2024-09-10,30,Medium,1.0,0,11.82,0.0,389
AmulWhite Butter,4.3,47.0,2025-01-17,2025-02-16,30,Medium,1.0,18,10.51,1.98,45
White CubPlant,4.1,180.0,2023-08-29,2023-09-28,30,Medium,1.0,0,10.09,0.0,620
NutraliteHealthier &,4.2,100.0,2024-03-14,2024-04-13,30,Medium,1.0,0,10.94,0.0,390
NUTORASEnglish Country,3.0,235.0,2023-01-13,2023-02-12,30,Low,0.0,0,14.06,0.0,358
Tata CoffeeGold,3.5,125.0,2022-09-20,2022-10-20,30,Low,0.0,0,12.46,0.0,555
So GoodOat,3.7,325.0,2022-11-14,2022-12-14,30,Low,0.0,0,12.01,0.0,496
Tata CoffeeGold,3.5,125.0,2022-12-28,2023-01-27,30,Low,0.0,0,13.55,0.0,555
So GoodOat,3.7,325.0,2023-08-20,2023-09-19,30,Low,0.0,0,12.25,0.0,496
HeritageFlavoured Milk,4.1,120.0,2024-06-06,2024-07-06,30,Medium,1.0,0,10.67,0.0,235
Nestle A+Slim,4.1,1200.0,2025-02-05,2025-03-07,30,Medium,1.0,37,11.05,0.0,379
NescafeIntense Cafe,4.2,135.0,2024-08-30,2024-09-29,30,Medium,1.0,0,11.91,0.0,377
BritanniaWinkin Cow,4.2,105.0,2024-07-22,2024-08-21,30,Medium,1.0,0,10.97,0.0,101
Milky MistUHT,3.7,250.0,2024-12-14,2025-01-13,30,Low,0.0,0,12.54,0.0,351
HeritageFlavoured Milk,4.0,120.0,2022-11-02,2022-12-02,30,Medium,1.0,0,10.61,0.0,235
HeritageFlavoured Milk,4.0,120.0,2023-06-25,2023-07-25,30,Medium,1.0,0,10.11,0.0,235
GoMilk -,4.2,450.0,2022-10-23,2022-11-22,30,Medium,1.0,0,10.73,0.0,214
Nourish youChocolate,5.0,59.0,2024-08-25,2024-09-24,30,High,,0,8.0,0.0,385
So GoodBarista,5.0,175.0,2022-12-18,2023-01-17,30,High,,0,8.0,0.0,495
CavinsCold Coffee,4.1,45.0,2025-02-04,2025-03-06,30,Medium,1.0,36,11.16,0.0,127
CavinsKaju Butterscotch,4.2,320.0,2023-09-04,2023-10-04,30,Medium,1.0,0,11.92,0.0,129
HeritageFlavoured Milk,4.1,120.0,2023-12-08,2024-01-07,30,Medium,1.0,0,11.92,0.0,235
NescafeIntense Cafe,4.2,135.0,2023-09-02,2023-10-02,30,Medium,1.0,0,11.23,0.0,377
BritanniaWinkin Cow,4.2,105.0,2024-10-16,2024-11-15,30,Medium,1.0,0,11.36,0.0,101
Milky MistUHT,3.7,250.0,2025-02-08,2025-03-10,30,Low,0.0,40,12.29,0.0,351
HeritageFlavoured Milk,4.0,120.0,2024-09-10,2024-10-10,30,Medium,1.0,0,11.58,0.0,235
HeritageFlavoured Milk,4.0,120.0,2023-12-30,2024-01-29,30,Medium,1.0,0,10.83,0.0,235
SofitSoya Drink,4.1,435.0,2024-01-18,2024-02-17,30,Medium,1.0,0,11.21,0.0,499
Nourish youChocolate,5.0,59.0,2023-11-30,2023-12-30,30,High,,0,8.0,0.0,385
So GoodPlant-Based,4.0,280.0,2022-09-25,2022-10-25,30,Medium,1.0,0,11.5,0.0,497
So GoodBarista,5.0,175.0,2025-03-24,2025-04-23,30,High,,84,8.0,0.0,495
CavinsCold Coffee,4.1,45.0,2023-05-18,2023-06-17,30,Medium,1.0,0,10.22,0.0,127
SunfeastStrawberry Milkshake,4.1,120.0,2025-02-03,2025-03-05,30,Medium,1.0,35,11.59,0.0,522
GovindSterilized Homogenized,4.6,30.0,2023-12-30,2024-01-29,30,High,,0,8.0,0.0,224
GovindSterilized Homogenized,4.5,30.0,2022-10-19,2022-11-18,30,Medium,1.0,0,11.48,0.0,224
GoSupremo Milk4.21640,4.2,984.0,2023-11-15,2023-12-15,30,Medium,1.0,0,10.46,0.0,215
Bagrry'sPlant Based,4.5,350.0,2022-09-22,2022-10-22,30,Medium,1.0,0,11.61,0.0,58
AmulKool Milkshake,4.2,150.0,2022-10-26,2022-11-25,30,Medium,1.0,0,11.24,0.0,41
RealMilk Power,4.4,40.0,2023-10-21,2023-11-20,30,Medium,1.0,0,11.19,0.0,461
BritanniaWinkin Cow,4.4,40.0,2023-02-15,2023-03-17,30,Medium,1.0,0,11.09,0.0,101
So GoodPlant-Based,4.0,300.0,2023-01-10,2023-02-09,30,Medium,1.0,0,10.66,0.0,497
SofitSoya Drink,4.1,465.0,2024-01-06,2024-02-05,30,Medium,1.0,0,11.41,0.0,499
SunfeastStrawberry Milkshake,4.1,120.0,2023-03-20,2023-04-19,30,Medium,1.0,0,11.23,0.0,522
GovindSterilized Homogenized,4.6,30.0,2023-08-20,2023-09-19,30,High,,0,8.0,0.0,224
GovindSterilized Homogenized,4.5,30.0,2024-12-28,2025-01-27,30,Medium,1.0,0,10.33,0.0,224
AmulWhipping Cream42987,4.0,280.0,2024-01-11,2024-02-10,30,Medium,1.0,0,11.1,0.0,44
Bagrry'sPlant Based,4.5,350.0,2024-06-11,2024-07-11,30,Medium,1.0,0,11.53,0.0,58
AmulKool Milkshake,4.2,150.0,2023-08-04,2023-09-03,30,Medium,1.0,0,10.05,0.0,41
RealMilk Power,4.4,40.0,2023-04-24,2023-05-24,30,Medium,1.0,0,11.21,0.0,461
BritanniaWinkin Cow,4.4,40.0,2023-07-25,2023-08-24,30,Medium,1.0,0,10.46,0.0,101
SunfeastBadam Milkshake,4.1,120.0,2023-10-14,2023-11-13,30,Medium,1.0,0,10.49,0.0,519
SofitSoya Drink,4.1,435.0,2024-01-25,2024-02-24,30,Medium,1.0,0,10.01,0.0,499
SunfeastVanilla Milkshake,4.1,120.0,2023-10-25,2023-11-24,30,Medium,1.0,0,10.68,0.0,523
NestléMilo RTD,4.2,135.0,2023-12-22,2024-01-21,30,Medium,1.0,0,10.19,0.0,380
NandiniCool -,4.3,30.0,2024-03-27,2024-04-26,30,Medium,1.0,0,10.85,0.0,363
BritanniaWinkin Cow,4.3,105.0,2022-11-16,2022-12-16,30,Medium,1.0,0,10.95,0.0,101
Tata CoffeeGold,3.7,125.0,2022-10-20,2022-11-19,30,Low,0.0,0,13.58,0.0,555
BritanniaWinkin' Cow,4.3,105.0,2024-01-30,2024-02-29,30,Medium,1.0,0,10.2,0.0,102
SunfeastMango Smoothie,4.2,120.0,2022-11-02,2022-12-02,30,Medium,1.0,0,11.16,0.0,521
SunfeastBadam Milkshake,4.1,120.0,2023-01-16,2023-02-15,30,Medium,1.0,0,11.35,0.0,519
SunfeastVanilla Milkshake,4.1,120.0,2025-02-09,2025-03-11,30,Medium,1.0,41,11.03,0.0,523
NandiniCool -,4.3,30.0,2023-06-28,2023-07-28,30,Medium,1.0,0,11.43,0.0,363
BritanniaWinkin Cow,4.3,105.0,2024-07-24,2024-08-23,30,Medium,1.0,0,10.99,0.0,101
Tata CoffeeGold,3.7,125.0,2024-03-10,2024-04-09,30,Low,0.0,0,14.43,0.0,555
BritanniaWinkin' Cow,4.3,105.0,2024-12-11,2025-01-10,30,Medium,1.0,0,10.15,0.0,102
SunfeastMango Smoothie,4.2,120.0,2023-12-01,2023-12-31,30,Medium,1.0,0,11.32,0.0,521
AkshayakalpaOrganic Plain,4.4,90.0,2024-09-26,2024-10-26,30,Medium,1.0,0,10.75,0.0,35
CavinsGulkand Milkshake,4.2,60.0,2023-06-23,2023-07-23,30,Medium,1.0,0,11.23,0.0,128
GovindSterilized Homogenized,4.2,30.0,2023-08-19,2023-09-18,30,Medium,1.0,0,10.76,0.0,224
CavinsRajbhog Milkshake,4.2,180.0,2023-04-09,2023-05-09,30,Medium,1.0,0,10.08,0.0,131
AkshayakalpaOrganic Spiced,4.1,90.0,2024-10-20,2024-11-19,30,Medium,1.0,0,10.68,0.0,37
NescafeHazelnut Flavoured,4.2,135.0,2025-02-09,2025-03-11,30,Medium,1.0,41,11.65,0.0,374
CavinsRabdi Milkshake,4.2,180.0,2024-12-25,2025-01-24,30,Medium,1.0,0,11.57,0.0,130
NescafeIced Latte,4.2,200.0,2025-02-03,2025-03-05,30,Medium,1.0,35,11.38,0.0,376
JerseyBadam Flavoured,4.2,120.0,2025-02-12,2025-03-14,30,Medium,1.0,44,10.28,0.0,261
MTRBadam Drink4.2102,4.2,240.0,2023-05-02,2023-06-01,30,Medium,1.0,0,10.01,0.0,304
Godrej JerseyPista,4.2,35.0,2024-09-15,2024-10-15,30,Medium,1.0,0,11.29,0.0,219
RealMilk Power,4.1,120.0,2024-07-24,2024-08-23,30,Medium,1.0,0,10.75,0.0,461
RealMilk Power,4.1,140.0,2023-11-07,2023-12-07,30,Medium,1.0,0,10.62,0.0,461
NandiniGoodlife Slim,4.0,580.0,2022-11-28,2022-12-28,30,Medium,1.0,0,10.7,0.0,365
SunfeastDark Fantasy,4.2,120.0,2025-03-12,2025-04-11,30,Medium,1.0,72,10.35,0.0,520
CavinsGulkand Milkshake,4.2,60.0,2022-11-20,2022-12-20,30,Medium,1.0,0,10.65,0.0,128
AkshayakalpaOrganic Slim,3.8,540.0,2024-03-31,2024-04-30,30,Low,0.0,0,14.78,0.0,36
GovindSterilized Homogenized,4.2,30.0,2023-01-15,2023-02-14,30,Medium,1.0,0,10.4,0.0,224
CavinsRajbhog Milkshake,4.2,180.0,2024-05-10,2024-06-09,30,Medium,1.0,0,10.21,0.0,131
So GoodPlant-Based,4.0,290.0,2022-09-16,2022-10-16,30,Medium,1.0,0,11.61,0.0,497
NescafeHazelnut Flavoured,4.2,135.0,2025-01-07,2025-02-06,30,Medium,1.0,8,11.73,11.61,374
